date,2008 financial crisis,blizzard,China unemployment rate,climate change,cold wave,cold,cyclone,damp,drought,dry,Ebola outbreak,Ebola virus,Ebola,economic crisis,economic recession,financial crisis,Flood,forest fire,frost,global warming,gust,hail,heat wave,heavy rain,high temperature,terrorist attack,Libyan crisis,Middle East war,mountain fire,natural disasters,oil crisis,oil stocks,pest,pests and diseases,rain,rainfall,snow,storm,strong wind,Syria war,terrorism,terrorist attack,tornado,typhoon,Unemployment benefits,unemployment rate,unemployment
2017/7/4,20,12,0,5,31,49,16,52,7,86,12,36,19,15,19,15,27,37,68,9,35,20,14,29,68,2,0,38,49,18,45,29,41,34,53,21,9,24,19,1,13,2,9,99,33,12,33
2017/7/5,70,11,36,6,28,44,17,51,11,74,11,39,21,13,0,30,29,90,50,11,54,19,16,77,42,2,0,12,100,21,20,26,97,30,45,19,8,21,17,1,21,2,7,78,54,15,63
2017/7/6,17,12,0,7,78,44,18,55,12,77,0,12,22,25,24,28,33,77,44,10,22,21,17,31,67,2,0,27,64,36,0,37,84,29,51,23,9,20,16,1,14,2,8,92,80,17,55
2017/7/7,17,11,0,7,26,46,17,76,8,79,0,25,23,13,33,25,34,40,47,11,34,23,28,25,67,1,0,11,49,23,20,0,82,43,58,20,9,23,32,1,15,1,11,76,52,16,54
2017/7/8,19,15,0,6,45,49,18,79,9,89,12,43,18,15,19,40,28,79,55,13,13,23,37,28,69,1,0,0,52,21,22,57,54,33,58,18,9,23,18,1,14,1,13,100,26,15,28
2017/7/9,59,16,0,8,62,51,16,57,12,88,12,14,15,15,19,26,30,88,49,16,13,29,30,65,75,2,0,13,50,36,0,29,38,67,54,17,10,21,0,1,14,2,6,85,69,9,57
2017/7/10,25,11,0,11,39,46,18,79,10,78,10,18,10,13,16,31,34,62,45,16,40,27,25,96,75,3,0,21,50,15,19,30,100,28,48,26,9,23,0,0,18,3,11,77,100,21,78
2017/7/11,49,9,0,12,0,45,16,63,9,79,10,30,16,31,0,28,34,51,58,17,15,21,22,24,57,3,0,32,36,28,38,48,83,56,52,21,8,21,16,1,22,3,11,70,63,16,59
2017/7/12,25,12,0,14,0,44,20,50,8,76,10,12,16,25,16,25,66,39,49,20,58,25,18,30,57,1,0,22,30,30,19,24,83,0,57,34,8,24,47,0,17,1,11,71,52,16,51
2017/7/13,33,12,0,10,26,45,17,51,8,75,0,55,15,13,0,22,53,40,45,18,33,21,20,55,66,1,0,11,34,25,0,24,85,0,51,24,8,21,0,0,16,1,9,61,44,13,49
2017/7/14,17,11,0,9,26,44,18,67,8,69,0,25,16,26,16,25,52,32,42,16,59,21,19,62,63,2,0,11,39,21,39,31,75,43,57,22,8,21,16,1,11,2,8,80,46,10,42
2017/7/15,19,12,0,6,46,48,17,67,10,87,12,14,13,30,57,26,37,60,47,12,30,22,9,43,39,2,95,0,52,47,22,36,53,33,52,20,11,22,18,0,12,2,11,75,35,8,26
2017/7/16,26,25,0,29,39,39,3,70,49,81,32,25,31,13,0,30,9,13,20,23,5,61,8,72,39,1,0,49,16,2,0,53,42,91,59,8,10,14,11,42,3,1,13,28,68,39,51
2017/7/17,33,18,0,42,0,34,3,59,45,69,40,10,43,16,22,36,19,19,23,18,4,69,8,48,54,1,0,63,12,7,0,22,100,78,48,8,10,13,19,41,5,1,10,21,62,39,71
2017/7/18,22,17,0,38,0,33,3,44,50,73,53,21,39,32,0,32,12,16,25,21,12,53,12,73,49,1,0,42,15,3,0,22,83,39,49,8,8,14,0,75,5,1,9,20,56,56,58
2017/7/19,22,20,0,35,0,33,3,67,28,70,27,0,26,21,22,21,9,23,23,15,4,58,17,43,59,1,0,21,20,4,38,55,87,38,47,7,8,11,9,41,4,1,11,18,54,37,49
2017/7/20,21,17,0,36,22,31,2,82,48,72,26,10,34,11,22,32,8,26,20,15,5,66,17,56,53,1,0,0,19,5,25,33,88,76,50,7,7,12,0,46,5,1,29,16,37,44,46
2017/7/21,44,17,0,21,22,31,3,51,50,71,27,10,22,11,22,25,6,32,16,15,2,63,20,79,54,0,0,32,16,3,25,23,81,0,48,8,8,12,10,35,5,0,16,23,35,41,37
2017/7/22,38,17,0,22,0,34,2,100,44,82,0,12,40,25,0,25,7,29,21,13,8,64,15,60,63,1,0,24,16,6,58,13,53,90,64,12,8,12,22,61,2,1,16,21,24,27,22
2017/7/23,50,15,0,26,51,35,3,73,44,76,0,0,45,18,0,37,6,14,21,13,3,55,11,65,61,1,0,48,19,5,29,26,39,89,66,10,9,14,11,20,4,1,16,27,47,33,51
2017/7/24,32,14,0,32,33,31,4,97,42,75,52,0,37,10,65,45,8,24,20,15,3,63,7,47,50,1,0,0,18,2,25,11,89,76,60,15,10,13,19,40,5,1,25,21,78,41,68
2017/7/25,0,20,0,27,0,30,3,98,44,71,26,10,34,21,22,39,7,13,21,12,3,51,7,77,46,1,0,21,14,3,25,11,86,38,49,8,8,10,19,81,3,1,13,22,52,44,57
2017/7/26,54,19,0,34,22,31,3,62,36,70,26,10,37,10,43,18,7,11,19,13,5,58,5,60,36,1,0,41,16,6,25,55,85,57,45,6,8,10,19,40,5,1,13,21,50,46,43
2017/7/27,22,26,0,28,33,30,3,59,43,75,40,31,42,10,22,39,8,14,19,12,3,52,11,60,47,1,0,41,11,5,0,0,76,38,53,12,7,10,9,35,5,1,8,26,35,35,47
2017/7/28,22,27,38,26,22,31,3,52,39,72,54,53,47,21,44,14,7,15,19,12,6,52,7,57,48,1,0,0,14,1,38,11,73,58,54,8,7,12,10,47,5,1,8,28,37,41,44
2017/7/29,0,18,0,24,51,34,3,55,34,80,46,12,40,12,51,29,8,10,20,16,4,49,9,75,52,1,0,24,19,3,0,0,50,0,60,8,8,11,16,27,4,1,9,36,26,25,23
2017/7/30,25,17,0,21,52,35,2,28,27,76,31,12,33,25,26,46,6,12,25,13,7,57,16,46,59,2,0,37,18,3,0,39,43,45,55,6,9,10,0,41,5,2,8,31,51,20,49
2017/7/31,21,18,0,32,44,32,3,66,60,73,66,0,23,42,0,49,6,16,21,15,5,47,20,21,62,1,0,21,16,3,25,22,96,0,45,7,12,31,14,57,4,1,8,23,72,49,73
2017/8/1,41,17,0,34,0,32,2,55,42,72,100,10,23,20,0,50,6,22,19,19,2,60,18,45,49,1,0,19,10,7,36,31,85,36,47,5,9,17,9,87,4,1,10,25,59,43,56
2017/8/2,29,16,0,37,20,31,2,57,37,75,24,47,40,19,30,29,8,46,24,17,9,69,21,94,65,1,0,38,17,4,0,20,73,35,60,7,8,12,9,26,3,1,11,23,54,51,49
2017/8/3,63,14,0,38,43,32,3,60,41,77,51,30,43,31,21,44,7,47,21,21,6,62,28,66,76,0,0,30,14,4,0,11,84,0,56,7,7,11,9,50,4,0,10,27,47,47,45
2017/8/4,0,18,0,27,22,30,3,74,39,71,27,10,23,0,22,18,9,30,20,16,5,51,23,64,54,1,0,21,11,4,25,0,68,39,57,8,8,13,14,35,5,1,17,21,40,76,43
2017/8/5,0,20,0,27,25,33,3,58,39,79,30,23,41,18,0,20,7,28,22,12,7,37,25,54,47,1,0,47,22,2,0,13,46,0,59,7,9,11,11,20,2,1,12,20,26,51,24
2017/8/6,100,18,43,24,38,33,3,77,31,75,46,12,40,25,25,33,10,21,22,11,4,56,15,100,47,1,0,24,12,0,29,0,37,44,66,13,10,13,11,74,3,1,34,32,55,43,50
2017/8/7,20,16,0,33,20,29,3,54,35,72,24,38,34,15,20,13,9,14,21,17,5,50,20,87,53,1,0,57,14,6,0,31,84,53,62,14,12,12,0,27,4,1,33,28,71,35,64
2017/8/8,40,21,0,80,20,30,3,75,38,71,24,38,29,29,20,29,10,18,21,19,5,53,14,67,31,1,0,38,14,4,23,10,74,35,54,9,9,12,17,32,5,1,17,16,47,51,57
2017/8/9,20,20,0,42,21,31,3,30,28,70,50,20,40,20,21,34,7,12,20,17,5,43,9,41,52,1,0,0,12,1,24,32,75,0,47,7,9,11,9,55,6,1,9,21,49,52,47
2017/8/10,32,19,0,36,22,30,3,42,39,71,26,20,31,42,32,35,7,17,17,17,8,51,7,25,51,1,0,20,13,5,0,99,84,77,50,9,8,11,38,46,5,1,10,18,42,43,42
2017/8/11,0,19,0,25,22,29,3,58,49,67,0,10,42,16,22,25,6,16,20,12,7,70,7,51,32,1,0,0,12,2,37,11,74,0,52,7,8,11,0,40,4,1,8,21,40,37,38
2017/8/12,24,18,0,21,0,32,3,84,43,77,0,12,15,12,0,28,5,19,19,12,7,58,10,53,41,2,0,47,15,1,0,12,45,0,63,8,9,11,0,85,8,2,11,20,26,15,21
2017/8/13,74,23,0,23,0,33,2,72,24,72,0,12,24,12,25,32,6,19,19,13,7,60,8,73,44,5,0,47,19,1,29,0,38,44,58,14,10,12,11,39,25,5,11,18,39,26,47
2017/8/14,0,15,0,27,43,31,3,68,30,72,52,30,49,20,64,21,5,13,20,12,4,56,8,46,31,3,0,20,19,2,24,11,82,37,47,9,13,10,9,28,21,3,7,18,54,44,64
2017/8/15,21,16,0,23,32,30,2,64,35,68,51,0,30,0,0,20,7,12,20,15,9,55,9,75,45,3,0,0,12,8,0,43,77,37,50,8,10,11,14,33,14,3,7,19,51,43,50
2017/8/16,21,15,0,23,0,28,3,65,32,69,0,0,19,31,32,10,5,11,20,9,6,57,5,100,43,1,0,20,12,2,24,0,71,0,49,8,9,10,9,39,12,1,10,16,40,40,46
2017/8/17,21,17,0,22,43,30,2,69,30,67,26,20,41,62,0,24,6,14,20,10,4,52,8,58,39,56,0,30,12,4,0,32,72,0,53,13,9,11,27,56,25,56,16,17,37,36,38
2017/8/18,0,17,0,20,0,29,3,57,30,68,26,20,28,20,0,14,5,11,17,14,3,55,8,83,45,45,0,20,10,2,0,21,67,56,52,8,9,12,0,22,22,45,13,11,43,38,37
2017/8/19,0,19,0,16,37,33,3,80,22,83,30,12,24,24,25,20,5,25,21,10,4,45,3,34,23,14,0,23,28,7,0,13,48,0,47,6,9,12,11,72,11,14,11,21,27,20,22
2017/8/20,24,19,0,18,25,34,3,70,35,75,59,12,40,12,0,20,4,19,23,9,5,52,7,48,34,8,95,35,16,3,0,37,44,0,45,5,10,11,10,32,6,8,8,18,52,26,50
2017/8/21,0,20,0,21,0,29,3,46,22,61,36,37,35,19,39,16,5,14,20,16,2,52,4,47,35,6,0,19,8,7,23,10,69,35,39,6,14,10,0,47,5,6,8,15,64,31,63
2017/8/22,52,18,0,34,42,30,3,56,41,67,51,50,38,30,21,51,7,17,20,10,8,47,2,62,42,3,81,60,12,5,0,53,77,0,50,11,12,14,9,100,8,3,19,22,53,25,51
2017/8/23,42,24,0,33,21,31,3,45,35,70,25,20,47,41,42,14,7,15,22,13,9,44,3,41,53,3,0,20,11,7,0,11,82,37,48,10,10,32,18,61,5,3,19,79,47,50,45
2017/8/24,20,19,35,29,0,29,4,40,43,65,50,58,43,10,31,27,12,16,20,14,5,49,7,53,31,2,0,77,12,8,0,10,69,36,55,16,9,51,22,38,6,2,10,62,32,38,37
2017/8/25,0,19,0,26,22,32,5,35,44,69,26,41,27,10,22,14,18,13,17,19,11,44,9,30,49,2,0,31,20,17,37,11,69,37,71,25,8,40,37,40,5,2,19,42,28,46,37
2017/8/26,24,22,0,18,0,32,4,52,34,73,44,11,38,23,36,23,19,13,21,13,13,48,11,62,49,2,0,23,14,9,28,49,38,42,81,53,9,37,21,38,5,2,63,42,17,25,20
2017/8/27,0,21,0,32,23,31,6,38,23,71,0,0,31,23,58,30,59,21,21,18,5,49,17,91,39,2,98,33,16,17,27,24,34,0,98,100,10,31,10,37,6,2,58,28,37,22,44
2017/8/28,41,22,0,51,0,31,9,63,51,68,50,29,37,20,31,47,96,20,20,21,9,42,11,77,46,3,0,39,18,27,24,32,73,0,91,77,30,36,27,60,5,3,23,28,60,35,62
2017/8/29,40,25,0,58,21,31,8,44,45,66,50,39,60,10,20,43,100,25,19,26,7,41,28,97,64,2,0,19,18,40,47,21,71,0,100,63,17,29,18,27,7,2,14,26,51,48,57
2017/8/30,81,22,0,62,0,31,4,48,49,66,25,0,46,15,0,40,77,25,21,31,8,42,15,65,64,2,0,78,20,37,24,31,67,36,76,41,12,33,9,65,6,2,15,24,63,46,53
2017/8/31,20,18,0,62,21,30,5,66,39,66,0,39,55,40,41,33,61,33,17,30,8,42,20,73,64,2,0,29,28,31,24,63,69,73,68,22,10,36,27,49,7,2,28,23,72,46,50
2017/9/1,21,17,0,50,42,32,5,45,46,70,50,10,25,30,21,27,44,24,21,30,7,60,60,74,74,1,0,30,24,27,60,42,68,0,63,18,9,27,9,22,5,1,38,27,63,51,46
2017/9/2,71,25,0,32,24,34,6,47,28,75,43,11,28,23,23,38,31,34,21,18,6,59,100,65,100,1,0,22,59,17,27,12,34,0,65,13,11,22,10,63,3,1,18,25,31,21,24
2017/9/3,24,23,0,35,0,37,7,65,38,76,58,23,39,23,0,35,29,46,21,19,6,51,92,57,90,1,0,23,55,23,0,12,33,42,68,10,10,23,10,51,5,1,12,30,69,23,47
2017/9/4,0,22,39,36,23,37,5,57,28,77,28,32,34,11,23,37,26,70,20,26,3,48,28,85,51,2,0,65,55,26,26,23,37,40,60,8,10,26,15,30,4,2,15,28,51,31,43
2017/9/5,48,16,0,61,0,32,7,63,37,68,47,27,46,23,29,31,39,100,18,34,15,58,15,69,44,1,0,28,100,37,34,20,78,0,56,11,8,44,42,61,6,1,25,51,100,57,60
2017/9/6,37,17,32,87,29,33,9,58,41,61,35,90,51,18,0,37,35,81,19,39,17,47,13,67,66,1,0,45,71,46,44,39,65,33,65,11,8,66,45,55,7,1,30,63,76,45,52
2017/9/7,19,18,0,94,0,33,9,38,52,63,24,55,59,14,19,29,38,53,19,53,12,48,9,54,52,1,0,28,50,57,0,60,61,0,56,10,8,56,72,36,7,1,27,58,42,52,44
2017/9/8,39,18,0,100,20,30,8,57,30,62,0,19,49,19,40,19,37,26,16,58,19,57,11,43,40,1,0,66,37,100,23,30,56,0,50,10,8,65,90,73,5,1,25,57,33,37,38
2017/9/9,23,16,39,98,0,32,11,37,42,67,28,22,45,0,23,34,32,25,19,44,42,54,15,73,29,1,0,65,27,75,26,0,46,0,52,9,8,83,100,25,5,1,56,66,22,26,22
2017/9/10,67,18,39,76,23,35,10,41,29,72,55,22,39,33,45,29,22,20,15,42,100,52,11,54,40,1,0,21,25,55,0,0,33,80,58,9,9,100,98,42,5,1,100,78,54,34,47
2017/9/11,59,15,0,87,99,33,7,46,56,70,36,38,53,19,59,42,20,18,17,38,53,49,9,74,55,6,0,56,20,48,0,20,64,35,61,15,8,89,77,63,13,6,49,49,52,34,60
2017/9/12,38,16,33,79,40,33,5,38,49,65,36,37,56,43,39,22,15,18,17,39,20,55,5,54,50,3,0,28,19,35,23,10,69,70,59,10,8,30,21,26,10,3,17,41,46,47,47
2017/9/13,49,16,0,77,20,33,4,60,40,69,96,9,56,10,59,35,13,24,19,40,4,45,5,66,48,2,83,0,25,34,34,0,68,35,49,8,8,20,25,63,8,2,12,45,57,47,45
2017/9/14,0,18,34,72,0,32,4,53,35,67,49,19,64,24,30,32,11,16,17,40,2,41,4,47,47,2,0,19,13,25,23,51,72,36,47,7,8,17,9,48,8,2,13,51,44,45,46
2017/9/15,20,17,70,66,31,32,4,52,39,71,37,39,78,15,41,20,10,14,20,26,9,48,6,32,56,14,0,58,17,21,35,21,74,0,46,7,8,18,40,49,8,14,9,40,41,41,41
2017/9/16,0,17,0,41,24,34,5,74,29,78,0,34,68,17,0,12,8,15,22,19,7,54,7,42,40,7,0,0,19,9,0,12,41,42,48,3,9,23,0,63,5,7,9,38,24,20,22
2017/9/17,23,16,40,41,36,36,5,34,32,73,43,0,42,40,35,42,8,17,22,22,12,100,6,55,55,3,0,33,16,21,0,0,38,41,55,6,9,31,20,43,5,3,9,34,45,34,41
2017/9/18,19,12,0,73,20,34,5,57,49,70,36,28,63,33,29,26,9,13,20,35,7,87,4,46,47,2,0,37,18,20,34,30,76,0,53,10,8,22,17,78,7,2,9,27,60,65,65
2017/9/19,48,13,33,86,30,34,5,28,57,68,59,37,80,28,39,28,9,15,22,45,7,57,3,27,61,2,0,37,16,34,67,10,79,0,56,8,8,20,13,52,8,2,12,22,59,58,53
2017/9/20,39,15,34,92,20,34,4,36,51,68,36,38,65,29,59,42,9,13,19,47,9,56,8,78,63,2,0,56,12,77,46,40,74,0,49,9,9,17,17,37,7,2,13,17,38,54,51
2017/9/21,69,13,0,72,40,34,4,61,38,66,97,38,72,39,40,71,10,13,19,40,8,67,11,24,61,2,0,47,17,57,23,20,68,53,50,9,8,14,9,42,7,2,11,18,38,58,43
2017/9/22,20,15,0,58,21,32,4,44,46,67,100,19,60,30,41,30,8,11,22,28,10,58,8,48,57,1,0,58,15,30,47,10,69,36,46,6,9,13,13,43,7,1,10,16,23,51,40
2017/9/23,0,17,0,33,36,35,4,65,15,77,29,11,32,35,0,43,7,11,25,20,7,54,11,47,66,1,0,0,9,24,28,73,47,42,42,4,9,12,10,63,3,1,8,17,22,28,22
2017/9/24,23,16,0,37,24,38,4,59,41,71,43,22,44,28,23,27,6,12,26,15,8,57,10,65,73,1,0,33,22,20,27,0,38,41,45,6,9,12,31,19,5,1,8,14,42,30,42
2017/9/25,49,14,0,61,20,34,3,47,35,65,36,19,52,39,40,62,8,10,22,29,8,54,15,39,55,1,0,66,14,24,57,61,76,0,43,6,9,11,22,53,7,1,8,12,55,44,60
2017/9/26,39,14,0,61,20,36,4,57,51,68,60,37,73,33,49,51,7,17,20,29,8,50,15,35,63,2,0,74,22,26,46,30,67,0,46,9,9,11,0,52,7,2,8,10,44,68,51
2017/9/27,30,16,0,63,20,34,3,51,55,66,49,19,65,53,80,72,7,15,21,30,6,51,10,32,70,2,80,47,14,24,58,20,68,0,46,8,9,10,22,96,6,2,8,15,40,50,49
2017/9/28,30,14,0,58,20,34,3,43,51,66,61,28,69,39,60,78,7,9,21,28,10,53,7,43,66,1,0,28,14,17,23,41,66,0,45,8,8,11,13,84,6,1,7,9,32,48,45
2017/9/29,20,12,0,44,31,34,3,48,50,68,50,29,54,50,41,30,7,14,19,21,7,47,3,56,52,1,0,68,13,14,24,21,62,0,49,7,8,11,9,65,5,1,8,10,37,50,39
2017/9/30,24,15,0,23,0,36,4,35,24,77,30,35,39,35,25,48,6,6,22,15,6,45,6,39,53,1,0,46,16,7,0,12,37,0,49,5,9,11,16,45,5,1,11,13,29,23,23
2017/10/1,35,14,0,24,36,38,2,64,31,73,29,68,41,29,47,62,5,8,26,20,8,55,4,47,45,6,0,23,18,14,28,12,33,0,49,6,10,10,26,38,6,6,10,9,44,39,46
2017/10/2,38,11,0,50,19,34,3,51,50,61,46,27,67,46,57,31,7,10,20,25,5,48,4,11,60,47,0,18,14,18,22,19,68,100,45,8,8,9,12,66,100,47,9,9,44,54,60
2017/10/3,38,12,0,52,20,34,3,41,44,62,0,46,53,42,39,47,7,11,22,28,7,49,7,49,51,12,0,27,11,16,45,69,63,0,49,9,9,10,29,46,72,12,8,9,43,72,51
2017/10/4,39,13,0,52,20,35,4,57,64,68,48,37,76,33,39,26,6,12,21,19,10,41,4,78,59,7,0,75,10,15,0,10,62,34,53,8,9,19,9,42,33,7,9,11,40,56,44
2017/10/5,0,14,0,54,20,34,4,25,57,66,48,19,73,39,40,49,7,14,21,27,3,38,6,82,65,4,0,38,16,24,23,10,62,0,53,9,8,35,17,37,21,4,8,9,42,61,44
2017/10/6,40,14,0,42,20,30,4,47,44,66,37,29,36,39,20,33,6,9,23,27,4,39,4,16,56,3,0,57,13,14,23,10,53,35,53,7,9,44,9,37,15,3,8,9,42,69,40
2017/10/7,23,15,0,23,24,32,6,55,21,76,0,11,37,28,23,19,6,7,23,14,9,40,4,60,47,5,0,44,18,8,0,12,43,41,59,6,9,32,20,50,11,5,17,10,26,30,22
2017/10/8,92,18,0,30,23,36,4,66,28,72,56,22,35,39,23,34,6,7,27,19,7,60,2,77,44,4,0,22,15,10,0,0,38,0,65,8,11,22,15,67,7,4,34,12,26,38,47
2017/10/9,19,13,0,50,20,34,4,70,38,72,47,65,54,28,78,67,7,38,23,29,7,44,4,50,56,2,0,28,29,20,56,50,79,0,59,9,12,15,25,52,8,2,15,11,46,51,56
2017/10/10,38,13,33,59,29,35,3,45,38,69,23,18,59,42,38,66,7,41,20,30,10,44,2,45,71,2,0,55,27,31,44,29,69,0,55,7,10,12,17,56,10,2,9,8,54,71,55
2017/10/11,29,18,0,66,20,33,3,39,40,67,72,46,54,14,39,57,7,23,24,35,6,53,5,50,50,1,0,19,32,13,45,20,65,68,56,7,9,13,9,21,9,1,9,11,61,62,50
2017/10/12,19,15,67,50,30,33,4,56,43,66,36,37,57,28,58,60,7,34,20,29,3,42,4,38,62,2,0,37,26,19,22,20,67,0,50,5,9,11,17,67,7,2,14,11,42,79,45
2017/10/13,0,14,0,47,41,31,3,29,32,70,37,19,59,29,100,26,6,24,24,29,5,48,6,52,54,2,0,38,21,13,0,21,58,0,47,3,9,10,17,81,8,2,13,11,29,65,40
2017/10/14,59,17,0,28,0,33,4,60,36,75,0,11,32,17,24,42,5,21,27,12,3,55,4,84,46,1,0,23,22,8,27,24,41,0,58,5,10,11,21,50,4,1,9,11,19,34,25
2017/10/15,58,15,0,30,0,37,4,55,34,77,28,55,52,28,23,57,8,16,28,18,5,46,5,41,57,1,0,22,24,7,82,0,37,0,65,17,10,12,10,68,6,1,12,20,39,35,45
2017/10/16,39,15,0,70,20,37,4,64,28,72,36,37,69,24,98,64,7,18,31,27,5,44,10,35,72,2,83,56,16,15,56,10,72,35,48,9,10,12,17,94,8,2,9,13,66,75,64
2017/10/17,39,13,34,50,20,41,4,43,55,71,24,19,74,53,59,35,6,15,28,37,9,45,6,35,74,3,0,28,31,26,23,30,66,35,45,8,10,11,21,58,9,3,8,17,60,63,53
2017/10/18,78,16,0,54,20,37,2,54,36,71,60,85,74,33,30,67,6,17,20,28,6,39,8,16,59,1,85,56,23,13,0,40,64,0,45,5,9,11,13,63,9,1,7,26,52,67,44
2017/10/19,50,16,0,57,41,35,3,77,46,74,61,48,58,34,40,49,7,11,24,24,8,42,7,44,65,1,0,58,15,19,23,51,63,0,49,8,10,11,22,27,9,1,8,26,35,69,47
2017/10/20,41,14,0,37,21,34,3,67,48,72,25,20,66,25,62,57,6,11,21,25,10,39,6,41,52,2,0,49,20,13,24,21,59,0,52,7,9,11,13,49,8,2,8,38,42,65,38
2017/10/21,24,17,0,23,24,35,5,75,26,81,59,23,60,12,24,32,6,11,25,13,6,44,5,29,49,1,0,23,24,3,0,12,40,43,50,5,11,13,0,39,5,1,10,56,20,35,20
2017/10/22,46,18,0,32,46,36,4,54,23,76,42,0,42,45,35,41,5,9,24,14,9,55,8,82,37,1,0,22,29,10,27,12,41,0,57,11,11,13,10,37,5,1,24,100,55,41,46
2017/10/23,48,15,100,60,20,36,3,45,29,70,35,37,67,24,39,47,7,13,22,29,6,44,14,57,64,2,0,46,21,14,34,40,68,0,57,9,10,11,25,46,8,2,26,88,54,59,68
2017/10/24,76,20,33,72,39,38,3,41,42,73,23,54,59,46,38,53,7,8,23,31,4,43,24,60,63,1,0,64,13,10,55,10,62,34,61,8,10,12,58,66,7,1,25,27,55,62,53
2017/10/25,58,20,0,63,20,40,3,46,47,73,0,74,69,38,39,48,7,15,22,37,5,42,27,70,73,1,0,19,9,12,45,0,65,0,50,7,11,11,34,47,7,1,12,16,44,64,47
2017/10/26,29,17,0,64,20,40,3,70,37,74,71,65,76,33,49,41,6,17,23,36,11,43,14,58,70,1,0,65,13,15,23,0,56,34,48,7,11,10,21,68,7,1,9,15,47,62,44
2017/10/27,82,18,0,55,31,40,4,56,34,76,50,59,61,35,20,27,5,24,23,25,4,39,5,69,56,2,0,58,16,12,47,21,47,0,48,5,13,12,18,54,6,2,9,15,43,55,40
2017/10/28,0,18,0,17,0,43,7,69,20,89,58,23,34,12,24,39,4,8,24,8,6,50,4,42,52,1,0,23,12,8,28,0,32,0,53,4,13,16,10,63,4,1,10,15,40,34,21
2017/10/29,23,18,0,33,71,43,5,34,35,81,72,11,72,17,47,31,5,5,33,17,3,54,7,83,56,0,0,67,16,7,27,12,27,42,68,6,13,19,20,56,4,0,8,13,40,33,42
2017/10/30,38,13,0,64,38,42,5,65,55,73,35,27,63,19,57,50,7,9,29,30,10,51,7,68,59,1,0,45,10,13,22,29,57,0,57,11,12,17,54,41,7,1,8,10,55,57,66
2017/10/31,40,15,0,62,30,40,3,57,39,75,49,75,66,44,100,68,6,7,23,35,9,52,7,63,62,78,0,66,11,11,0,51,62,0,49,6,12,11,0,79,17,78,8,10,56,69,53
2017/11/1,59,14,0,63,0,39,3,40,36,66,24,19,83,24,40,68,6,11,28,27,6,46,5,36,46,100,0,38,11,19,0,41,56,0,50,7,12,11,35,32,26,100,7,10,49,73,51
2017/11/2,29,17,0,59,39,36,2,52,56,67,47,46,55,37,58,56,6,11,22,32,5,45,5,46,61,32,0,82,11,23,33,59,55,0,52,5,11,11,17,77,17,32,8,9,33,76,44
2017/11/3,69,32,34,62,20,36,3,47,48,66,49,9,46,19,50,55,5,11,21,36,6,53,8,43,77,14,0,38,10,16,46,31,51,0,48,5,13,10,9,53,12,14,7,12,35,93,44
2017/11/4,34,33,0,54,0,37,4,62,16,80,56,22,45,11,69,26,5,7,30,17,5,54,7,41,36,10,0,22,17,8,27,0,39,0,55,5,14,11,10,61,6,10,8,17,23,50,26
2017/11/5,45,25,0,40,23,39,3,61,29,74,28,43,39,16,0,37,5,4,27,21,3,55,4,36,62,9,0,64,13,6,26,23,29,0,56,5,16,11,10,48,12,9,42,16,32,45,45
2017/11/6,38,22,0,66,19,38,4,68,36,70,46,36,61,46,76,68,7,8,23,28,8,65,5,60,48,10,0,36,8,12,22,39,59,34,48,8,13,11,8,45,28,10,32,17,53,61,65
2017/11/7,57,20,33,67,19,40,3,59,39,70,58,54,86,28,67,53,6,11,27,32,6,49,5,34,60,4,0,36,10,8,22,68,59,0,52,8,14,10,12,61,17,4,13,15,43,66,54
2017/11/8,48,17,0,69,19,46,3,31,45,72,24,100,64,42,58,41,5,11,28,34,6,50,7,57,58,3,0,46,8,11,66,30,61,0,51,7,14,10,17,46,11,3,9,12,48,62,54
2017/11/9,39,19,0,62,0,50,3,42,45,67,48,65,90,19,0,38,6,13,28,32,6,49,4,43,70,2,0,84,13,14,34,40,53,0,51,7,15,10,13,52,9,2,8,15,48,64,46
2017/11/10,41,21,0,42,0,47,3,40,31,71,25,10,71,25,41,33,5,12,29,20,8,46,7,57,59,3,0,19,12,10,48,42,51,36,47,4,16,10,22,54,7,3,7,11,38,54,37
2017/11/11,35,21,40,29,47,53,5,63,28,81,57,44,68,23,23,57,4,9,32,14,7,46,4,46,56,2,0,66,14,5,27,12,32,0,46,3,16,10,15,43,6,2,6,9,19,32,21
2017/11/12,57,16,0,36,23,49,3,82,21,81,28,0,55,44,23,41,6,7,29,19,9,58,3,54,54,2,0,54,12,10,26,12,24,0,49,3,15,11,10,61,5,2,7,10,43,31,46
2017/11/13,29,15,33,72,0,42,4,41,48,72,82,36,82,37,38,69,6,8,29,30,11,42,3,30,70,2,0,46,13,15,22,29,58,34,49,7,15,10,33,61,11,2,7,11,55,68,67
2017/11/14,48,17,0,71,29,43,5,51,27,73,59,27,81,28,87,100,6,7,29,38,7,48,6,27,67,3,0,46,9,14,44,39,58,0,46,7,14,10,12,71,10,3,8,9,56,66,56
2017/11/15,57,17,0,74,58,43,4,35,35,74,23,0,56,47,39,69,6,10,29,33,7,41,8,72,56,1,0,73,10,23,56,49,60,0,49,8,14,10,33,41,9,1,7,7,43,73,52
2017/11/16,57,16,0,70,0,39,3,72,58,71,23,27,74,37,77,90,6,9,28,30,3,42,8,72,68,2,0,73,11,14,88,10,50,0,55,9,14,10,17,25,9,2,8,8,54,93,46
